# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jul 30 19:22:04 2019
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_orbtper:     Time of Periastron [days]
# COLUMN pl_orbtpererr1: Time of Periastron Upper Unc. [days]
# COLUMN pl_orbtpererr2: Time of Periastron Lower Unc. [days]
# COLUMN pl_orbtperlim:  Time of Periastron Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_msinijerr1:  Planet M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_msinijerr2:  Planet M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_msinijlim:   Planet M*sin(i) Limit Flag
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_tsystemref:  Time System Reference
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_mnum:        Number of Moons in System
#
pl_hostname,pl_letter,pl_name,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_facility,pl_mnum
Kepler-391,c,Kepler-391 c,2,20.48543500,0.00039300,-0.00039300,0,0.161000,,,0,,,,,,,,,,,,,,0.316,0.077,-0.077,0,,,,,0,1,0,1,19h22m29.24s,290.621815,+51d03m26.3s,51.057304,891.53,13.32,-13.32,0,891.53,13.32,-13.32,0,4940.00,100.00,-100.00,0,,,,,3.57,0.85,-0.85,0,2014-05-14,,,,,,,,,,,,,0.4325000,0.0136000,-0.0136000,0,2454979.923910,0.010780,-0.010780,0,BJD,Kepler,0
Kepler-392,b,Kepler-392 b,2,5.34185300,0.00005500,-0.00005500,0,0.059000,,,0,,,,,,,,,,,,,,0.089,0.019,-0.019,0,,,,,0,1,0,1,19h14m38.58s,288.660765,+43d22m05.1s,43.368084,695.06,7.92,-7.92,0,695.06,7.92,-7.92,0,5938.00,226.00,-226.00,0,,,,,1.13,0.23,-0.23,0,2014-05-14,,,,,,,,,,,,,0.1268000,0.0077000,-0.0077000,0,2454969.301410,0.007560,-0.007560,0,BJD,Kepler,0
Kepler-392,c,Kepler-392 c,2,10.42311800,0.00008700,-0.00008700,0,0.093000,,,0,,,,,,,,,,,,,,0.098,0.021,-0.021,0,,,,,0,1,0,1,19h14m38.58s,288.660765,+43d22m05.1s,43.368084,695.06,7.92,-7.92,0,695.06,7.92,-7.92,0,5938.00,226.00,-226.00,0,,,,,1.13,0.23,-0.23,0,2014-05-14,,,,,,,,,,,,,0.0944000,0.0064000,-0.0064000,0,2454968.152860,0.005010,-0.005010,0,BJD,Kepler,0
Kepler-393,b,Kepler-393 b,2,9.18241700,0.00009600,-0.00009600,0,0.091000,,,0,,,,,,,,,,,,,,0.115,0.022,-0.022,0,,,,,0,1,0,1,19h23m58.86s,290.995257,+45d11m32.0s,45.192215,904.28,14.42,-14.42,0,904.28,14.42,-14.42,0,6189.00,100.00,-100.00,0,,,,,1.38,0.26,-0.26,0,2014-05-14,,,,,,,,,,,,,0.1810000,0.0071000,-0.0071000,0,2454967.048130,0.005600,-0.005600,0,BJD,Kepler,0
Kepler-393,c,Kepler-393 c,2,14.61361200,0.00023100,-0.00023100,0,0.124000,,,0,,,,,,,,,,,,,,0.119,0.028,-0.028,0,,,,,0,1,0,1,19h23m58.86s,290.995257,+45d11m32.0s,45.192215,904.28,14.42,-14.42,0,904.28,14.42,-14.42,0,6189.00,100.00,-100.00,0,,,,,1.38,0.26,-0.26,0,2014-05-14,,,,,,,,,,,,,0.2250000,0.0080000,-0.0080000,0,2454973.412400,0.007360,-0.007360,0,BJD,Kepler,0
Kepler-394,b,Kepler-394 b,2,8.00501300,0.00009000,-0.00009000,0,0.083000,,,0,,,,,,,,,,,,,,0.143,0.073,-0.073,0,,,,,0,1,0,1,19h45m12.47s,296.301953,+50d40m20.3s,50.672318,1091.69,25.40,-25.40,0,1091.69,25.40,-25.40,0,6402.00,200.00,-200.00,0,,,,,1.13,0.58,-0.58,0,2014-05-14,,,,,,,,,,,,,0.1425000,0.0103000,-0.0103000,0,2454971.710690,0.006870,-0.006870,0,BJD,Kepler,0
Kepler-394,c,Kepler-394 c,2,12.13068600,0.00018000,-0.00018000,0,0.110000,,,0,,,,,,,,,,,,,,0.148,0.077,-0.077,0,,,,,0,1,0,1,19h45m12.47s,296.301953,+50d40m20.3s,50.672318,1091.69,25.40,-25.40,0,1091.69,25.40,-25.40,0,6402.00,200.00,-200.00,0,,,,,1.13,0.58,-0.58,0,2014-05-14,,,,,,,,,,,,,0.1591000,0.0101000,-0.0101000,0,2454972.897290,0.009180,-0.009180,0,BJD,Kepler,0
Kepler-395,b,Kepler-395 b,2,7.05434600,0.00007000,-0.00007000,0,0.061000,,,0,,,,,,,,,,,,,,0.092,0.007,-0.007,0,,,,,0,1,0,1,19h34m02.66s,293.511099,+45d08m11.8s,45.136598,426.34,8.22,-8.22,0,426.34,8.22,-8.22,0,4262.00,100.00,-100.00,0,,,,,0.56,0.02,-0.02,0,2014-05-14,,,,,,,,,,,,,0.0795000,0.0082000,-0.0082000,0,2454969.191360,0.005660,-0.005660,0,BJD,Kepler,0
Kepler-395,c,Kepler-395 c,2,34.98926200,0.00054300,-0.00054300,0,0.177000,,,0,,,,,,,,,,,,,,0.118,0.008,-0.008,0,,,,,0,1,0,1,19h34m02.66s,293.511099,+45d08m11.8s,45.136598,426.34,8.22,-8.22,0,426.34,8.22,-8.22,0,4262.00,100.00,-100.00,0,,,,,0.56,0.02,-0.02,0,2014-05-14,,,,,,,,,,,,,0.1858000,0.0110000,-0.0110000,0,2454977.222650,0.009090,-0.009090,0,BJD,Kepler,0
Kepler-396,b,Kepler-396 b,2,42.99400000,,,0,,,,,,,,,,,,,0.23800,0.03700,-0.01800,0,Mass,0.312,0.114,-0.058,0,,,,,1,1,0,1,19h44m31.88s,296.132818,+48d58m38.6s,48.977402,225.19,1.81,-1.81,0,225.19,1.81,-1.81,0,5384.00,,,0,,,,,1.17,,,0,2014-05-14,,,,,0.23800,0.03700,-0.01800,0,,,,,,,,,,,,,,Kepler,0
Kepler-396,c,Kepler-396 c,2,88.50500000,,,0,,,,,,,,,,,,,0.05600,0.00900,-0.00400,0,Mass,0.473,0.174,-0.088,0,,,,,1,1,0,1,19h44m31.88s,296.132818,+48d58m38.6s,48.977402,225.19,1.81,-1.81,0,225.19,1.81,-1.81,0,5384.00,,,0,,,,,1.17,,,0,2014-05-14,,,,,0.05600,0.00900,-0.00400,0,,,,,,,,,,,,,,Kepler,0
Kepler-397,b,Kepler-397 b,2,22.25094900,0.00018600,-0.00018600,0,0.144000,,,0,,,,,,,,,,,,,,0.219,1.902,-1.902,0,,,,,0,1,0,1,19h43m34.59s,295.894109,+42d22m49.6s,42.380451,969.00,44.63,-41.00,0,,,,,5307.00,100.00,-100.00,0,,,,,0.77,0.07,-0.07,0,2014-05-14,,,,,,,,,,,,,0.0704000,0.0118000,-0.0118000,0,2454982.430670,0.005240,-0.005240,0,BJD,Kepler,0
Kepler-397,c,Kepler-397 c,2,135.49852700,0.00066800,-0.00066800,0,0.480000,,,0,,,,,,,,,,,,,,0.551,0.050,-0.050,0,,,,,1,1,0,1,19h43m34.59s,295.894109,+42d22m49.6s,42.380451,969.00,44.63,-41.00,0,,,,,5307.00,100.00,-100.00,0,,,,,0.77,0.07,-0.07,0,2014-05-14,,,,,,,,,,,,,0.2875000,0.0093000,-0.0093000,0,2455066.690380,0.002460,-0.002460,0,BJD,Kepler,0
Kepler-398,b,Kepler-398 b,3,4.08142300,0.00001100,-0.00001100,0,0.044000,,,0,,,,,,,,,,,,,,0.083,0.009,-0.009,0,,,,,0,1,0,1,19h25m52.48s,291.468662,+40d20m37.9s,40.343853,178.27,0.54,-0.54,0,178.27,0.54,-0.54,0,4493.00,100.00,-100.00,0,,,,,0.61,0.03,-0.03,0,2014-05-14,,,,,,,,,,,,,0.0953000,0.0020000,-0.0020000,0,2454966.857950,0.001760,-0.001760,0,BJD,Kepler,0
Kepler-398,c,Kepler-398 c,3,11.41941200,0.00004700,-0.00004700,0,0.087000,,,0,,,,,,,,,,,,,,0.090,0.010,-0.010,0,,,,,0,1,0,1,19h25m52.48s,291.468662,+40d20m37.9s,40.343853,178.27,0.54,-0.54,0,178.27,0.54,-0.54,0,4493.00,100.00,-100.00,0,,,,,0.61,0.03,-0.03,0,2014-05-14,,,,,,,,,,,,,0.1392000,0.0035000,-0.0035000,0,2454975.117680,0.002710,-0.002710,0,BJD,Kepler,0
Kepler-398,d,Kepler-398 d,3,6.83437001,0.00001518,-0.00001518,0,,,,,,,,,,,,,,,,,,0.079,0.003,-0.004,0,,,,,0,1,0,1,19h25m52.48s,291.468662,+40d20m37.9s,40.343853,178.27,0.54,-0.54,0,178.27,0.54,-0.54,0,4493.00,100.00,-100.00,0,,,,,0.61,0.03,-0.03,0,2016-05-10,,,,,,,,,,,,,0.0897380,0.0022250,-0.0022250,0,2454969.863470,0.001800,-0.001800,0,JD,Kepler,0
Kepler-399,b,Kepler-399 b,3,14.42528100,0.00014400,-0.00014400,0,0.103000,,,0,,,,,,,,,,,,,,0.086,0.045,-0.045,0,,,,,0,1,0,1,19h58m00.42s,299.501738,+40d40m14.9s,40.670806,1362.18,199.60,-199.60,0,1362.18,199.60,-199.60,0,5502.00,200.00,-200.00,0,,,,,0.68,0.36,-0.36,0,2014-05-14,,,,,,,,,,,,,0.1536000,0.0074000,-0.0074000,0,2454969.751980,0.006060,-0.006060,0,BJD,Kepler,0
Kepler-399,c,Kepler-399 c,3,26.67569000,0.00017100,-0.00017100,0,0.155000,,,0,,,,,,,,,,,,,,0.128,0.069,-0.069,0,,,,,0,1,0,1,19h58m00.42s,299.501738,+40d40m14.9s,40.670806,1362.18,199.60,-199.60,0,1362.18,199.60,-199.60,0,5502.00,200.00,-200.00,0,,,,,0.68,0.36,-0.36,0,2014-05-14,,,,,,,,,,,,,0.1149000,0.0065000,-0.0065000,0,2454982.999080,0.004300,-0.004300,0,BJD,Kepler,0
Kepler-399,d,Kepler-399 d,3,58.03461600,0.00036300,-0.00036300,0,0.261000,,,0,,,,,,,,,,,,,,0.169,0.090,-0.090,0,,,,,0,1,0,1,19h58m00.42s,299.501738,+40d40m14.9s,40.670806,1362.18,199.60,-199.60,0,1362.18,199.60,-199.60,0,5502.00,200.00,-200.00,0,,,,,0.68,0.36,-0.36,0,2014-05-14,,,,,,,,,,,,,0.2265000,0.0057000,-0.0057000,0,2454971.733230,0.004190,-0.004190,0,BJD,Kepler,0
Kepler-4,b,Kepler-4 b,1,3.21346000,0.00022000,-0.00022000,0,0.045600,0.000900,-0.000900,0,0.000000,,,0,89.760,0.240,-2.050,0,0.07700,0.01200,-0.01200,0,Mass,0.357,0.019,-0.019,0,1.91000,0.36000,-0.47000,0,0,1,0,1,19h02m27.68s,285.615322,+50d08m08.7s,50.135754,550.00,80.00,-80.00,0,494.82,5.95,-5.95,0,5857.00,120.00,-120.00,0,1.22,0.05,-0.09,0,1.49,0.07,-0.08,0,2014-05-14,,,,,0.07700,0.01200,-0.01200,0,,,,,,,,,2454956.612700,0.001500,-0.001500,0,HJD,Kepler,0
Kepler-40,b,Kepler-40 b,1,6.87349000,0.00064000,-0.00064000,0,0.080000,0.003000,-0.003000,0,0.000000,,,0,89.700,0.300,-0.100,0,2.20000,0.40000,-0.40000,0,Mass,1.170,0.040,-0.040,0,1.68000,0.53000,-0.43000,0,0,1,0,1,19h47m15.29s,296.813690,+47d31m35.8s,47.526608,2700.00,200.00,-200.00,0,2468.42,139.62,-139.62,0,6510.00,100.00,-100.00,0,1.48,0.06,-0.06,0,2.13,0.06,-0.06,0,2014-05-14,,,,,2.20000,0.40000,-0.40000,0,,,,,0.2858000,0.0025000,-0.0025000,0,2455005.519800,0.002400,-0.002400,0,BJD,Kepler,0
Kepler-400,b,Kepler-400 b,2,9.02438900,0.00003400,-0.00003400,0,0.087000,,,0,,,,,,,,,,,,,,0.147,0.027,-0.027,0,,,,,0,1,0,1,19h23m46.68s,290.944481,+40d28m48.1s,40.480035,709.00,75.95,-54.50,0,,,,,5886.00,100.00,-100.00,0,,,,,1.15,0.21,-0.21,0,2014-05-14,,,,,,,,,,,,,0.1303000,0.0030000,-0.0030000,0,2454966.538480,0.002390,-0.002390,0,BJD,Kepler,0
Kepler-400,c,Kepler-400 c,2,17.34082400,0.00010000,-0.00010000,0,0.134000,,,0,,,,,,,,,,,,,,0.133,0.025,-0.025,0,,,,,0,1,0,1,19h23m46.68s,290.944481,+40d28m48.1s,40.480035,709.00,75.95,-54.50,0,,,,,5886.00,100.00,-100.00,0,,,,,1.15,0.21,-0.21,0,2014-05-14,,,,,,,,,,,,,0.1427000,0.0050000,-0.0050000,0,2454971.966550,0.004190,-0.004190,0,BJD,Kepler,0
Kepler-401,b,Kepler-401 b,3,14.38303500,0.00021100,-0.00021100,0,0.122000,,,0,,,,,,,,,,,,,,0.153,0.036,-0.036,0,,,,,0,1,0,1,19h20m19.86s,290.082749,+50d51m48.5s,50.863483,993.14,17.37,-17.37,0,993.14,17.37,-17.37,0,6117.00,100.00,-100.00,0,,,,,1.33,0.24,-0.24,0,2014-05-14,,,,,,,,,,,,,0.3637000,0.0115000,-0.0115000,0,2454973.559680,0.010060,-0.010060,0,BJD,Kepler,0
Kepler-401,c,Kepler-401 c,3,47.31821800,0.00069500,-0.00069500,0,0.269000,,,0,,,,,,,,,,,,,,0.192,0.036,-0.036,0,,,,,0,1,0,1,19h20m19.86s,290.082749,+50d51m48.5s,50.863483,993.14,17.37,-17.37,0,993.14,17.37,-17.37,0,6117.00,100.00,-100.00,0,,,,,1.33,0.24,-0.24,0,2014-05-14,,,,,,,,,,,,,0.4408000,0.0086000,-0.0086000,0,2455003.060410,0.008970,-0.008970,0,BJD,Kepler,0
Kepler-401,d,Kepler-401 d,3,184.25640500,0.00317000,-0.00317000,0,,,,,,,,,,,,,,,,,,0.203,0.036,-0.023,0,,,,,0,1,0,1,19h20m19.86s,290.082749,+50d51m48.5s,50.863483,993.14,17.37,-17.37,0,993.14,17.37,-17.37,0,6117.00,100.00,-100.00,0,,,,,1.33,0.24,-0.24,0,2016-05-10,,,,,,,,,,,,,0.4701200,0.0156700,-0.0156700,0,2455088.258100,0.013300,-0.013300,0,JD,Kepler,0
Kepler-402,b,Kepler-402 b,4,4.02875100,0.00001900,-0.00001900,0,0.051000,,,0,,,,,,,,,,,,,,0.109,0.021,-0.021,0,,,,,0,1,0,1,19h13m28.85s,288.370225,+43d21m16.6s,43.354610,636.78,7.51,-7.51,0,636.78,7.51,-7.51,0,6090.00,120.00,-120.00,0,,,,,1.26,0.24,-0.24,0,2014-05-14,,,,,,,,,,,,,0.1244000,0.0036000,-0.0036000,0,2454966.769020,0.003100,-0.003100,0,BJD,Kepler,0
Kepler-402,c,Kepler-402 c,4,6.12482100,0.00002600,-0.00002600,0,0.068000,,,0,,,,,,,,,,,,,,0.139,0.031,-0.031,0,,,,,0,1,0,1,19h13m28.85s,288.370225,+43d21m16.6s,43.354610,636.78,7.51,-7.51,0,636.78,7.51,-7.51,0,6090.00,120.00,-120.00,0,,,,,1.26,0.24,-0.24,0,2014-05-14,,,,,,,,,,,,,0.1445000,0.0034000,-0.0034000,0,2454967.936000,0.002850,-0.002850,0,BJD,Kepler,0
Kepler-402,d,Kepler-402 d,4,8.92109900,0.00005600,-0.00005600,0,0.087000,,,0,,,,,,,,,,,,,,0.123,0.024,-0.024,0,,,,,0,1,0,1,19h13m28.85s,288.370225,+43d21m16.6s,43.354610,636.78,7.51,-7.51,0,636.78,7.51,-7.51,0,6090.00,120.00,-120.00,0,,,,,1.26,0.24,-0.24,0,2014-05-14,,,,,,,,,,,,,0.1599000,0.0045000,-0.0045000,0,2454970.490950,0.004230,-0.004230,0,BJD,Kepler,0
Kepler-402,e,Kepler-402 e,4,11.24286100,0.00005900,-0.00005900,0,0.102000,,,0,,,,,,,,,,,,,,0.130,0.026,-0.026,0,,,,,0,1,0,1,19h13m28.85s,288.370225,+43d21m16.6s,43.354610,636.78,7.51,-7.51,0,636.78,7.51,-7.51,0,6090.00,120.00,-120.00,0,,,,,1.26,0.24,-0.24,0,2014-05-14,,,,,,,,,,,,,0.1747000,0.0043000,-0.0043000,0,2454969.316550,0.003550,-0.003550,0,BJD,Kepler,0
Kepler-403,b,Kepler-403 b,3,7.03146200,0.00005100,-0.00005100,0,0.076000,,,0,,,,,,,,,,,,,,0.112,0.020,-0.020,0,,,,,0,1,0,1,19h19m41.15s,289.921461,+46d44m40.4s,46.744560,860.93,16.72,-16.72,0,860.93,16.72,-16.72,0,6090.00,100.00,-100.00,0,,,,,1.33,0.24,-0.24,0,2014-05-14,,,,,,,,,,,,,0.2437000,0.0053000,-0.0053000,0,2454967.451610,0.004530,-0.004530,0,BJD,Kepler,0
Kepler-403,c,Kepler-403 c,3,54.28074900,0.00056200,-0.00056200,0,0.297000,,,0,,,,,,,,,,,,,,0.156,0.029,-0.029,0,,,,,0,1,0,1,19h19m41.15s,289.921461,+46d44m40.4s,46.744560,860.93,16.72,-16.72,0,860.93,16.72,-16.72,0,6090.00,100.00,-100.00,0,,,,,1.33,0.24,-0.24,0,2014-05-14,,,,,,,,,,,,,0.2239000,0.0084000,-0.0084000,0,2454973.717200,0.006480,-0.006480,0,BJD,Kepler,0
Kepler-403,d,Kepler-403 d,3,13.61159129,0.00008288,-0.00008288,0,,,,,,,,,,,,,,,,,,0.127,0.027,-0.017,0,,,,,0,1,0,1,19h19m41.15s,289.921461,+46d44m40.4s,46.744560,860.93,16.72,-16.72,0,860.93,16.72,-16.72,0,6090.00,100.00,-100.00,0,,,,,1.33,0.24,-0.24,0,2016-05-10,,,,,,,,,,,,,0.3128300,0.0061700,-0.0061700,0,2454977.172090,0.004480,-0.004480,0,JD,Kepler,0
Kepler-404,b,Kepler-404 b,2,11.82985100,0.00020900,-0.00020900,0,0.102000,,,0,,,,,,,,,,,,,,0.113,0.049,-0.049,0,,,,,0,1,0,0,19h05m35.67s,286.398631,+45d20m36.7s,45.343533,831.86,14.98,-14.98,0,831.86,14.98,-14.98,0,5654.00,200.00,-200.00,0,,,,,0.88,0.33,-0.33,0,2014-05-14,,,,,,,,,,,,,0.2348000,0.0176000,-0.0176000,0,2454970.617640,0.011790,-0.011790,0,BJD,Kepler,0
Kepler-404,c,Kepler-404 c,2,14.75116600,0.00026100,-0.00026100,0,0.118000,,,0,,,,,,,,,,,,,,0.153,0.076,-0.076,0,,,,,0,1,0,0,19h05m35.67s,286.398631,+45d20m36.7s,45.343533,831.86,14.98,-14.98,0,831.86,14.98,-14.98,0,5654.00,200.00,-200.00,0,,,,,0.88,0.33,-0.33,0,2014-05-14,,,,,,,,,,,,,0.0486000,0.0146000,-0.0146000,0,2454970.137600,0.010590,-0.010590,0,BJD,Kepler,0
Kepler-405,b,Kepler-405 b,2,10.61383900,0.00011100,-0.00011100,0,0.095000,,,0,,,,,,,,,,,,,,0.186,0.088,-0.088,0,,,,,0,1,0,1,19h25m38.27s,291.409458,+38d20m24.1s,38.340030,1096.92,43.86,-43.86,0,1096.92,43.86,-43.86,0,5818.00,250.00,-250.00,0,,,,,0.89,0.42,-0.42,0,2014-05-14,,,,,,,,,,,,,0.1474000,0.0212000,-0.0212000,0,2455196.736760,0.004540,-0.004540,0,BJD,Kepler,0
Kepler-405,c,Kepler-405 c,2,29.72668200,0.01147700,-0.01147700,0,0.188000,,,0,,,,,,,,,,,,,,0.416,2.378,-2.378,0,,,,,1,1,0,1,19h25m38.27s,291.409458,+38d20m24.1s,38.340030,1096.92,43.86,-43.86,0,1096.92,43.86,-43.86,0,5818.00,250.00,-250.00,0,,,,,0.89,0.42,-0.42,0,2014-05-14,,,,,,,,,,,,,0.0639000,0.0219000,-0.0219000,0,2456560.203980,0.400970,-0.400970,0,BJD,Kepler,0
Kepler-406,b,Kepler-406 b,2,2.42629000,,,0,,,,,,,,,,,,,0.02000,0.00400,-0.00400,0,Mass,0.128,0.003,-0.003,0,11.82000,2.70000,-2.70000,0,0,1,0,1,19h27m23.53s,291.848044,+44d58m05.6s,44.968224,367.86,3.42,-3.42,0,367.86,3.42,-3.42,0,5538.00,75.00,-75.00,0,1.07,0.06,-0.06,0,1.07,0.02,-0.02,0,2014-05-14,,,,,0.02000,0.00400,-0.00400,0,,,,,,,,,2455003.456800,,,0,BJD,Kepler,0
Kepler-406,c,Kepler-406 c,2,4.62332000,,,0,,,,,,,,,,,,,0.00900,0.00600,-0.00600,0,Mass,0.076,0.003,-0.003,0,24.39000,16.13000,-16.13000,0,0,1,0,1,19h27m23.53s,291.848044,+44d58m05.6s,44.968224,367.86,3.42,-3.42,0,367.86,3.42,-3.42,0,5538.00,75.00,-75.00,0,1.07,0.06,-0.06,0,1.07,0.02,-0.02,0,2014-05-14,,,,,0.00900,0.00600,-0.00600,0,,,,,,,,,2454965.374380,,,0,BJD,Kepler,0
Kepler-407,b,Kepler-407 b,2,0.66931000,,,0,,,,,,,,,,,,,0.01007,,,1,Mass,0.095,0.002,-0.002,0,,,,,0,1,0,1,19h04m08.72s,286.036347,+49d36m52.2s,49.614506,341.69,2.54,-2.54,0,341.69,2.54,-2.54,0,5476.00,75.00,-75.00,0,1.00,0.06,-0.06,0,1.01,0.07,-0.07,0,2016-10-13,,,,,0.01007,,,1,,,,,,,,,2454967.131620,,,0,BJD,Kepler,0
Kepler-407,c,Kepler-407 c,2,3000.00000000,500.00000000,-500.00000000,0,,,,,,,,,,,,,12.60000,6.30000,-6.30000,0,Mass,,,,,,,,,0,1,0,0,19h04m08.72s,286.036347,+49d36m52.2s,49.614506,341.69,2.54,-2.54,0,341.69,2.54,-2.54,0,5476.00,75.00,-75.00,0,1.00,0.06,-0.06,0,1.01,0.07,-0.07,0,2014-05-14,,,,,12.60000,6.30000,-6.30000,0,,,,,,,,,,,,,,W. M. Keck Observatory,0
